material_x,cast_code,temperature,PS_02,UTS,elongation,RofA,Comp_C,Comp_Cr,Comp_Co,Comp_Al,Comp_Ti,Comp_Mo,Comp_W,Comp_Nb,Comp_Fe,Comp_B,Comp_V,Comp_Ni,Comp_Si,Comp_Mn,Comp_Cu,Comp_S,Comp_P,Comp_N,Comp_NbTa
8,48,500,152,302,40,83,0.2,0.045,0,0.005,0,0.01,0,0,0,0,0,0,0.28,0.6,0.05,0.008,0.018,0.0066,0
8,48,550,127,229,44,88,0.2,0.045,0,0.005,0,0.01,0,0,0,0,0,0,0.28,0.6,0.05,0.008,0.018,0.0066,0
8,49,20,285,470,31,62,0.2,0.054,0,0.004,0,0.012,0,0,0,0,0,0,0.29,0.55,0.05,0.009,0.021,0.0058,0
8,49,100,271,453,22,60,0.2,0.054,0,0.004,0,0.012,0,0,0,0,0,0,0.29,0.55,0.05,0.009,0.021,0.0058,0
8,49,200,267,564,18,48,0.2,0.054,0,0.004,0,0.012,0,0,0,0,0,0,0.29,0.55,0.05,0.009,0.021,0.0058,0
8,49,300,187,546,30,56,0.2,0.054,0,0.004,0,0.012,0,0,0,0,0,0,0.29,0.55,0.05,0.009,0.021,0.0058,0
8,49,350,184,485,35,66,0.2,0.054,0,0.004,0,0.012,0,0,0,0,0,0,0.29,0.55,0.05,0.009,0.021,0.0058,0
8,49,400,172,427,35,70,0.2,0.054,0,0.004,0,0.012,0,0,0,0,0,0,0.29,0.55,0.05,0.009,0.021,0.0058,0
8,49,450,179,372,36,78,0.2,0.054,0,0.004,0,0.012,0,0,0,0,0,0,0.29,0.55,0.05,0.009,0.021,0.0058,0
8,49,500,165,309,41,83,0.2,0.054,0,0.004,0,0.012,0,0,0,0,0,0,0.29,0.55,0.05,0.009,0.021,0.0058,0
8,49,550,135,237,60,89,0.2,0.054,0,0.004,0,0.012,0,0,0,0,0,0,0.29,0.55,0.05,0.009,0.021,0.0058,0
8,50,20,315,500,30,64,0.21,0.046,0,0.008,0,0.019,0,0,0,0,0,0,0.21,0.62,0.05,0.014,0.014,0.003,0
8,50,100,276,456,23,63,0.21,0.046,0,0.008,0,0.019,0,0,0,0,0,0,0.21,0.62,0.05,0.014,0.014,0.003,0
8,50,200,280,540,18,52,0.21,0.046,0,0.008,0,0.019,0,0,0,0,0,0,0.21,0.62,0.05,0.014,0.014,0.003,0
8,50,300,202,534,27,57,0.21,0.046,0,0.008,0,0.019,0,0,0,0,0,0,0.21,0.62,0.05,0.014,0.014,0.003,0
8,50,350,197,495,32,65,0.21,0.046,0,0.008,0,0.019,0,0,0,0,0,0,0.21,0.62,0.05,0.014,0.014,0.003,0
8,50,400,198,443,32,69,0.21,0.046,0,0.008,0,0.019,0,0,0,0,0,0,0.21,0.62,0.05,0.014,0.014,0.003,0
8,50,450,172,379,38,74,0.21,0.046,0,0.008,0,0.019,0,0,0,0,0,0,0.21,0.62,0.05,0.014,0.014,0.003,0
8,50,500,173,319,38,78,0.21,0.046,0,0.008,0,0.019,0,0,0,0,0,0,0.21,0.62,0.05,0.014,0.014,0.003,0
8,50,550,139,254,40,83,0.21,0.046,0,0.008,0,0.019,0,0,0,0,0,0,0.21,0.62,0.05,0.014,0.014,0.003,0
8,51,20,300,480,31,63,0.24,0.074,0,0.011,0,0.019,0,0,0,0,0,0,0.24,0.64,0.05,0.013,0.015,0.006,0
8,51,100,291,471,24,63,0.24,0.074,0,0.011,0,0.019,0,0,0,0,0,0,0.24,0.64,0.05,0.013,0.015,0.006,0
8,51,200,293,534,19,53,0.24,0.074,0,0.011,0,0.019,0,0,0,0,0,0,0.24,0.64,0.05,0.013,0.015,0.006,0
8,51,300,231,552,29,59,0.24,0.074,0,0.011,0,0.019,0,0,0,0,0,0,0.24,0.64,0.05,0.013,0.015,0.006,0
8,51,350,231,506,34,67,0.24,0.074,0,0.011,0,0.019,0,0,0,0,0,0,0.24,0.64,0.05,0.013,0.015,0.006,0
8,51,400,230,467,32,70,0.24,0.074,0,0.011,0,0.019,0,0,0,0,0,0,0.24,0.64,0.05,0.013,0.015,0.006,0
8,51,450,206,386,36,74,0.24,0.074,0,0.011,0,0.019,0,0,0,0,0,0,0.24,0.64,0.05,0.013,0.015,0.006,0
8,51,500,199,335,38,79,0.24,0.074,0,0.011,0,0.019,0,0,0,0,0,0,0.24,0.64,0.05,0.013,0.015,0.006,0
8,51,550,149,258,49,83,0.24,0.074,0,0.011,0,0.019,0,0,0,0,0,0,0.24,0.64,0.05,0.013,0.015,0.006,0
8,52,20,290,480,32,64,0.2,0.056,0,0.005,0,0.01,0,0,0,0,0,0,0.2,0.47,0.07,0.009,0.007,0.011,0
8,52,100,297,510,19,51,0.2,0.056,0,0.005,0,0.01,0,0,0,0,0,0,0.2,0.47,0.07,0.009,0.007,0.011,0
8,52,200,291,650,22,43,0.2,0.056,0,0.005,0,0.01,0,0,0,0,0,0,0.2,0.47,0.07,0.009,0.007,0.011,0
8,52,300,189,572,33,58,0.2,0.056,0,0.005,0,0.01,0,0,0,0,0,0,0.2,0.47,0.07,0.009,0.007,0.011,0
8,52,350,187,497,35,61,0.2,0.056,0,0.005,0,0.01,0,0,0,0,0,0,0.2,0.47,0.07,0.009,0.007,0.011,0
8,52,400,193,426,40,68,0.2,0.056,0,0.005,0,0.01,0,0,0,0,0,0,0.2,0.47,0.07,0.009,0.007,0.011,0
8,52,450,181,368,36,67,0.2,0.056,0,0.005,0,0.01,0,0,0,0,0,0,0.2,0.47,0.07,0.009,0.007,0.011,0
8,52,500,164,273,35,68,0.2,0.056,0,0.005,0,0.01,0,0,0,0,0,0,0.2,0.47,0.07,0.009,0.007,0.011,0
8,52,550,114,231,44,76,0.2,0.056,0,0.005,0,0.01,0,0,0,0,0,0,0.2,0.47,0.07,0.009,0.007,0.011,0
8,53,20,275,460,33,64,0.21,0.017,0,0.004,0,0.006,0,0,0,0,0,0,0.32,0.48,0.08,0.018,0.02,0.0044,0
8,53,100,260,439,25,62,0.21,0.017,0,0.004,0,0.006,0,0,0,0,0,0,0.32,0.48,0.08,0.018,0.02,0.0044,0
8,53,200,260,519,19,54,0.21,0.017,0,0.004,0,0.006,0,0,0,0,0,0,0.32,0.48,0.08,0.018,0.02,0.0044,0
8,53,300,197,512,30,58,0.21,0.017,0,0.004,0,0.006,0,0,0,0,0,0,0.32,0.48,0.08,0.018,0.02,0.0044,0
8,53,350,188,469,32,67,0.21,0.017,0,0.004,0,0.006,0,0,0,0,0,0,0.32,0.48,0.08,0.018,0.02,0.0044,0
8,53,400,190,404,37,73,0.21,0.017,0,0.004,0,0.006,0,0,0,0,0,0,0.32,0.48,0.08,0.018,0.02,0.0044,0
8,53,450,187,356,45,84,0.21,0.017,0,0.004,0,0.006,0,0,0,0,0,0,0.32,0.48,0.08,0.018,0.02,0.0044,0
8,53,500,154,275,48,83,0.21,0.017,0,0.004,0,0.006,0,0,0,0,0,0,0.32,0.48,0.08,0.018,0.02,0.0044,0
8,53,550,137,227,50,88,0.21,0.017,0,0.004,0,0.006,0,0,0,0,0,0,0.32,0.48,0.08,0.018,0.02,0.0044,0
8,54,20,270,460,32,65,0.2,0.017,0,0.004,0,0.006,0,0,0,0,0,0,0.31,0.5,0.09,0.017,0.022,0.0037,0
8,54,100,244,434,24,63,0.2,0.017,0,0.004,0,0.006,0,0,0,0,0,0,0.31,0.5,0.09,0.017,0.022,0.0037,0
8,54,200,240,517,19,54,0.2,0.017,0,0.004,0,0.006,0,0,0,0,0,0,0.31,0.5,0.09,0.017,0.022,0.0037,0
8,54,300,202,509,30,60,0.2,0.017,0,0.004,0,0.006,0,0,0,0,0,0,0.31,0.5,0.09,0.017,0.022,0.0037,0
8,54,350,195,472,37,65,0.2,0.017,0,0.004,0,0.006,0,0,0,0,0,0,0.31,0.5,0.09,0.017,0.022,0.0037,0
8,54,400,197,413,36,72,0.2,0.017,0,0.004,0,0.006,0,0,0,0,0,0,0.31,0.5,0.09,0.017,0.022,0.0037,0
8,54,450,178,349,41,77,0.2,0.017,0,0.004,0,0.006,0,0,0,0,0,0,0.31,0.5,0.09,0.017,0.022,0.0037,0
8,54,500,160,276,42,84,0.2,0.017,0,0.004,0,0.006,0,0,0,0,0,0,0.31,0.5,0.09,0.017,0.022,0.0037,0
8,54,550,137,209,57,90,0.2,0.017,0,0.004,0,0.006,0,0,0,0,0,0,0.31,0.5,0.09,0.017,0.022,0.0037,0
8,55,20,285,470,34,66,0.23,0.022,0,0.0005,0,0.005,0,0,0,0,0,0,0.32,0.53,0.07,0.016,0.023,0.0051,0
8,55,100,267,446,25,64,0.23,0.022,0,0.0005,0,0.005,0,0,0,0,0,0,0.32,0.53,0.07,0.016,0.023,0.0051,0
8,55,200,251,502,20,56,0.23,0.022,0,0.0005,0,0.005,0,0,0,0,0,0,0.32,0.53,0.07,0.016,0.023,0.0051,0
8,55,300,183,561,31,58,0.23,0.022,0,0.0005,0,0.005,0,0,0,0,0,0,0.32,0.53,0.07,0.016,0.023,0.0051,0
8,55,350,190,471,35,65,0.23,0.022,0,0.0005,0,0.005,0,0,0,0,0,0,0.32,0.53,0.07,0.016,0.023,0.0051,0
8,55,400,200,417,42,73,0.23,0.022,0,0.0005,0,0.005,0,0,0,0,0,0,0.32,0.53,0.07,0.016,0.023,0.0051,0
8,55,450,202,343,40,77,0.23,0.022,0,0.0005,0,0.005,0,0,0,0,0,0,0.32,0.53,0.07,0.016,0.023,0.0051,0
8,55,500,171,286,48,81,0.23,0.022,0,0.0005,0,0.005,0,0,0,0,0,0,0.32,0.53,0.07,0.016,0.023,0.0051,0
8,55,550,125,219,58,87,0.23,0.022,0,0.0005,0,0.005,0,0,0,0,0,0,0.32,0.53,0.07,0.016,0.023,0.0051,0
9,56,20,359,578,27,70,0.22,0.04,0,0.003,0,0.01,0,0,0,0,0.009,0.03,0.23,1.24,0.01,0.012,0.027,0.0111,0.001
9,56,100,371,558,20,65,0.22,0.04,0,0.003,0,0.01,0,0,0,0,0.009,0.03,0.23,1.24,0.01,0.012,0.027,0.0111,0.001
9,56,150,367,651,16,51,0.22,0.04,0,0.003,0,0.01,0,0,0,0,0.009,0.03,0.23,1.24,0.01,0.012,0.027,0.0111,0.001
9,56,200,358,690,17,45,0.22,0.04,0,0.003,0,0.01,0,0,0,0,0.009,0.03,0.23,1.24,0.01,0.012,0.027,0.0111,0.001
9,56,250,305,696,22,49,0.22,0.04,0,0.003,0,0.01,0,0,0,0,0.009,0.03,0.23,1.24,0.01,0.012,0.027,0.0111,0.001
9,56,300,290,677,27,59,0.22,0.04,0,0.003,0,0.01,0,0,0,0,0.009,0.03,0.23,1.24,0.01,0.012,0.027,0.0111,0.001
9,56,350,258,627,30,65,0.22,0.04,0,0.003,0,0.01,0,0,0,0,0.009,0.03,0.23,1.24,0.01,0.012,0.027,0.0111,0.001
9,56,400,243,572,29,67,0.22,0.04,0,0.003,0,0.01,0,0,0,0,0.009,0.03,0.23,1.24,0.01,0.012,0.027,0.0111,0.001
9,56,450,240,498,30,72,0.22,0.04,0,0.003,0,0.01,0,0,0,0,0.009,0.03,0.23,1.24,0.01,0.012,0.027,0.0111,0.001
9,56,500,181,416,33,79,0.22,0.04,0,0.003,0,0.01,0,0,0,0,0.009,0.03,0.23,1.24,0.01,0.012,0.027,0.0111,0.001
9,56,550,203,320,40,86,0.22,0.04,0,0.003,0,0.01,0,0,0,0,0.009,0.03,0.23,1.24,0.01,0.012,0.027,0.0111,0.001
9,57,20,382,580,28,70,0.22,0.05,0,0.005,0,0.01,0,0,0,0,0.005,0.03,0.22,1.25,0.01,0.008,0.021,0.0116,0.001
9,57,100,381,561,22,66,0.22,0.05,0,0.005,0,0.01,0,0,0,0,0.005,0.03,0.22,1.25,0.01,0.008,0.021,0.0116,0.001
9,57,150,372,650,18,49,0.22,0.05,0,0.005,0,0.01,0,0,0,0,0.005,0.03,0.22,1.25,0.01,0.008,0.021,0.0116,0.001
9,57,200,396,705,16,47,0.22,0.05,0,0.005,0,0.01,0,0,0,0,0.005,0.03,0.22,1.25,0.01,0.008,0.021,0.0116,0.001
9,57,250,326,710,22,48,0.22,0.05,0,0.005,0,0.01,0,0,0,0,0.005,0.03,0.22,1.25,0.01,0.008,0.021,0.0116,0.001
9,57,300,282,682,27,56,0.22,0.05,0,0.005,0,0.01,0,0,0,0,0.005,0.03,0.22,1.25,0.01,0.008,0.021,0.0116,0.001
9,57,350,268,632,28,65,0.22,0.05,0,0.005,0,0.01,0,0,0,0,0.005,0.03,0.22,1.25,0.01,0.008,0.021,0.0116,0.001
9,57,400,244,575,28,68,0.22,0.05,0,0.005,0,0.01,0,0,0,0,0.005,0.03,0.22,1.25,0.01,0.008,0.021,0.0116,0.001
9,57,450,224,500,29,72,0.22,0.05,0,0.005,0,0.01,0,0,0,0,0.005,0.03,0.22,1.25,0.01,0.008,0.021,0.0116,0.001
9,57,500,209,428,30,78,0.22,0.05,0,0.005,0,0.01,0,0,0,0,0.005,0.03,0.22,1.25,0.01,0.008,0.021,0.0116,0.001
9,57,550,200,328,40,86,0.22,0.05,0,0.005,0,0.01,0,0,0,0,0.005,0.03,0.22,1.25,0.01,0.008,0.021,0.0116,0.001
10,58,20,300,520,29,58,0.28,0.07,0,0.004,0,0.02,0,0,0,0,0,0.14,0.3,0.7,0.22,0.011,0.022,0.0097,0
10,58,100,284,484,29,58,0.28,0.07,0,0.004,0,0.02,0,0,0,0,0,0.14,0.3,0.7,0.22,0.011,0.022,0.0097,0
10,58,200,228,449,27,57,0.28,0.07,0,0.004,0,0.02,0,0,0,0,0,0.14,0.3,0.7,0.22,0.011,0.022,0.0097,0
10,58,300,223,483,26,48,0.28,0.07,0,0.004,0,0.02,0,0,0,0,0,0.14,0.3,0.7,0.22,0.011,0.022,0.0097,0
10,58,350,214,475,28,54,0.28,0.07,0,0.004,0,0.02,0,0,0,0,0,0.14,0.3,0.7,0.22,0.011,0.022,0.0097,0
10,58,400,199,432,33,61,0.28,0.07,0,0.004,0,0.02,0,0,0,0,0,0.14,0.3,0.7,0.22,0.011,0.022,0.0097,0
10,58,450,172,372,36,69,0.28,0.07,0,0.004,0,0.02,0,0,0,0,0,0.14,0.3,0.7,0.22,0.011,0.022,0.0097,0
10,58,500,165,314,39,69,0.28,0.07,0,0.004,0,0.02,0,0,0,0,0,0.14,0.3,0.7,0.22,0.011,0.022,0.0097,0
10,58,550,153,253,52,72,0.28,0.07,0,0.004,0,0.02,0,0,0,0,0,0.14,0.3,0.7,0.22,0.011,0.022,0.0097,0
10,59,20,275,490,33,64,0.2,0.11,0,0.01,0,0.03,0,0,0,0,0,0.15,0.22,0.68,0.23,0.009,0.024,0.0077,0
10,59,100,258,449,32,65,0.2,0.11,0,0.01,0,0.03,0,0,0,0,0,0.15,0.22,0.68,0.23,0.009,0.024,0.0077,0
10,59,200,243,439,28,62,0.2,0.11,0,0.01,0,0.03,0,0,0,0,0,0.15,0.22,0.68,0.23,0.009,0.024,0.0077,0
10,59,300,201,454,27,56,0.2,0.11,0,0.01,0,0.03,0,0,0,0,0,0.15,0.22,0.68,0.23,0.009,0.024,0.0077,0
10,59,350,194,454,31,58,0.2,0.11,0,0.01,0,0.03,0,0,0,0,0,0.15,0.22,0.68,0.23,0.009,0.024,0.0077,0
10,59,400,186,418,38,67,0.2,0.11,0,0.01,0,0.03,0,0,0,0,0,0.15,0.22,0.68,0.23,0.009,0.024,0.0077,0
10,59,450,1833,368,43,74,0.2,0.11,0,0.01,0,0.03,0,0,0,0,0,0.15,0.22,0.68,0.23,0.009,0.024,0.0077,0
10,59,500,152,306,44,80,0.2,0.11,0,0.01,0,0.03,0,0,0,0,0,0.15,0.22,0.68,0.23,0.009,0.024,0.0077,0
10,59,550,149,249,54,83,0.2,0.11,0,0.01,0,0.03,0,0,0,0,0,0.15,0.22,0.68,0.23,0.009,0.024,0.0077,0
10,60,20,290,500,32,60,0.34,0.1,0,0.002,0,0.03,0,0,0,0,0,0.14,0.22,0.7,0.2,0.012,0.016,0.0107,0
10,60,100,266,454,31,61,0.34,0.1,0,0.002,0,0.03,0,0,0,0,0,0.14,0.22,0.7,0.2,0.012,0.016,0.0107,0
10,60,200,224,447,28,58,0.34,0.1,0,0.002,0,0.03,0,0,0,0,0,0.14,0.22,0.7,0.2,0.012,0.016,0.0107,0
10,60,300,194,458,28,52,0.34,0.1,0,0.002,0,0.03,0,0,0,0,0,0.14,0.22,0.7,0.2,0.012,0.016,0.0107,0
10,60,350,198,460,30,55,0.34,0.1,0,0.002,0,0.03,0,0,0,0,0,0.14,0.22,0.7,0.2,0.012,0.016,0.0107,0
10,60,400,194,422,31,62,0.34,0.1,0,0.002,0,0.03,0,0,0,0,0,0.14,0.22,0.7,0.2,0.012,0.016,0.0107,0
10,60,450,179,368,37,71,0.34,0.1,0,0.002,0,0.03,0,0,0,0,0,0.14,0.22,0.7,0.2,0.012,0.016,0.0107,0
10,60,500,163,310,34,70,0.34,0.1,0,0.002,0,0.03,0,0,0,0,0,0.14,0.22,0.7,0.2,0.012,0.016,0.0107,0
10,60,550,164,283,46,81,0.34,0.1,0,0.002,0,0.03,0,0,0,0,0,0.14,0.22,0.7,0.2,0.012,0.016,0.0107,0
10,61,20,275,490,30,56,0.28,0.06,0,0.016,0,0.22,0,0,0,0,0,1e-05,0.19,0.8,0.04,0.012,0.01,0.0073,0
10,61,100,258,445,29,55,0.28,0.06,0,0.016,0,0.22,0,0,0,0,0,1e-05,0.19,0.8,0.04,0.012,0.01,0.0073,0
10,61,200,228,440,26,53,0.28,0.06,0,0.016,0,0.22,0,0,0,0,0,1e-05,0.19,0.8,0.04,0.012,0.01,0.0073,0
10,61,300,186,457,27,52,0.28,0.06,0,0.016,0,0.22,0,0,0,0,0,1e-05,0.19,0.8,0.04,0.012,0.01,0.0073,0
10,61,350,179,457,30,60,0.28,0.06,0,0.016,0,0.22,0,0,0,0,0,1e-05,0.19,0.8,0.04,0.012,0.01,0.0073,0
10,61,400,183,425,33,61,0.28,0.06,0,0.016,0,0.22,0,0,0,0,0,1e-05,0.19,0.8,0.04,0.012,0.01,0.0073,0
10,61,450,183,382,33,74,0.28,0.06,0,0.016,0,0.22,0,0,0,0,0,1e-05,0.19,0.8,0.04,0.012,0.01,0.0073,0
10,61,500,168,338,32,77,0.28,0.06,0,0.016,0,0.22,0,0,0,0,0,1e-05,0.19,0.8,0.04,0.012,0.01,0.0073,0
10,61,550,149,256,37,81,0.28,0.06,0,0.016,0,0.22,0,0,0,0,0,1e-05,0.19,0.8,0.04,0.012,0.01,0.0073,0
10,62,20,310,530,27,55,0.29,0.03,0,0.018,0,0.36,0,0,0,0,0,0.03,0.2,0.93,0.06,0.015,0.014,0.0045,0
10,62,100,300,498,27,54,0.29,0.03,0,0.018,0,0.36,0,0,0,0,0,0.03,0.2,0.93,0.06,0.015,0.014,0.0045,0
10,62,200,254,486,22,46,0.29,0.03,0,0.018,0,0.36,0,0,0,0,0,0.03,0.2,0.93,0.06,0.015,0.014,0.0045,0
10,62,300,235,522,22,47,0.29,0.03,0,0.018,0,0.36,0,0,0,0,0,0.03,0.2,0.93,0.06,0.015,0.014,0.0045,0
10,62,350,221,514,26,53,0.29,0.03,0,0.018,0,0.36,0,0,0,0,0,0.03,0.2,0.93,0.06,0.015,0.014,0.0045,0
10,62,400,213,480,29,64,0.29,0.03,0,0.018,0,0.36,0,0,0,0,0,0.03,0.2,0.93,0.06,0.015,0.014,0.0045,0
10,62,450,226,434,30,67,0.29,0.03,0,0.018,0,0.36,0,0,0,0,0,0.03,0.2,0.93,0.06,0.015,0.014,0.0045,0
10,62,500,213,380,28,73,0.29,0.03,0,0.018,0,0.36,0,0,0,0,0,0.03,0.2,0.93,0.06,0.015,0.014,0.0045,0
10,62,550,198,322,40,82,0.29,0.03,0,0.018,0,0.36,0,0,0,0,0,0.03,0.2,0.93,0.06,0.015,0.014,0.0045,0
10,63,20,305,530,27,54,0.29,0.07,0,0.011,0,0.34,0,0,0,0,0,0.05,0.22,1,0.05,0.011,0.016,0.0035,0
10,63,100,270,487,28,51,0.29,0.07,0,0.011,0,0.34,0,0,0,0,0,0.05,0.22,1,0.05,0.011,0.016,0.0035,0
10,63,200,259,478,23,50,0.29,0.07,0,0.011,0,0.34,0,0,0,0,0,0.05,0.22,1,0.05,0.011,0.016,0.0035,0
10,63,300,226,418,26,46,0.29,0.07,0,0.011,0,0.34,0,0,0,0,0,0.05,0.22,1,0.05,0.011,0.016,0.0035,0
10,63,350,214,503,29,60,0.29,0.07,0,0.011,0,0.34,0,0,0,0,0,0.05,0.22,1,0.05,0.011,0.016,0.0035,0
10,63,400,213,477,32,68,0.29,0.07,0,0.011,0,0.34,0,0,0,0,0,0.05,0.22,1,0.05,0.011,0.016,0.0035,0
10,63,450,202,424,33,73,0.29,0.07,0,0.011,0,0.34,0,0,0,0,0,0.05,0.22,1,0.05,0.011,0.016,0.0035,0
10,63,500,202,381,37,77,0.29,0.07,0,0.011,0,0.34,0,0,0,0,0,0.05,0.22,1,0.05,0.011,0.016,0.0035,0
10,63,550,194,315,42,83,0.29,0.07,0,0.011,0,0.34,0,0,0,0,0,0.05,0.22,1,0.05,0.011,0.016,0.0035,0
10,64,20,295,470,32,66,0.22,0.06,0,0.005,0,0.18,0,0,0,0,0,0.05,0.22,0.82,0.08,0.006,0.015,0.0082,0
10,64,100,289,443,28,63,0.22,0.06,0,0.005,0,0.18,0,0,0,0,0,0.05,0.22,0.82,0.08,0.006,0.015,0.0082,0
10,64,200,274,450,24,61,0.22,0.06,0,0.005,0,0.18,0,0,0,0,0,0.05,0.22,0.82,0.08,0.006,0.015,0.0082,0
10,64,300,223,468,23,56,0.22,0.06,0,0.005,0,0.18,0,0,0,0,0,0.05,0.22,0.82,0.08,0.006,0.015,0.0082,0
10,64,350,207,464,25,63,0.22,0.06,0,0.005,0,0.18,0,0,0,0,0,0.05,0.22,0.82,0.08,0.006,0.015,0.0082,0
10,64,400,194,408,33,71,0.22,0.06,0,0.005,0,0.18,0,0,0,0,0,0.05,0.22,0.82,0.08,0.006,0.015,0.0082,0
10,64,450,198,388,31,71,0.22,0.06,0,0.005,0,0.18,0,0,0,0,0,0.05,0.22,0.82,0.08,0.006,0.015,0.0082,0
10,64,500,186,330,37,79,0.22,0.06,0,0.005,0,0.18,0,0,0,0,0,0.05,0.22,0.82,0.08,0.006,0.015,0.0082,0
10,64,550,172,273,40,85,0.22,0.06,0,0.005,0,0.18,0,0,0,0,0,0.05,0.22,0.82,0.08,0.006,0.015,0.0082,0
10,65,20,270,480,30,58,0.26,0.04,0,0.007,0,0.15,0,0,0,0,0,0.05,0.23,0.74,0.07,0.006,0.016,0.0108,0
10,65,100,262,471,24,55,0.26,0.04,0,0.007,0,0.15,0,0,0,0,0,0.05,0.23,0.74,0.07,0.006,0.016,0.0108,0
10,65,200,224,431,25,55,0.26,0.04,0,0.007,0,0.15,0,0,0,0,0,0.05,0.23,0.74,0.07,0.006,0.016,0.0108,0
10,65,300,199,526,23,48,0.26,0.04,0,0.007,0,0.15,0,0,0,0,0,0.05,0.23,0.74,0.07,0.006,0.016,0.0108,0
10,65,350,205,526,26,53,0.26,0.04,0,0.007,0,0.15,0,0,0,0,0,0.05,0.23,0.74,0.07,0.006,0.016,0.0108,0
10,65,400,186,443,28,62,0.26,0.04,0,0.007,0,0.15,0,0,0,0,0,0.05,0.23,0.74,0.07,0.006,0.016,0.0108,0
10,65,450,168,376,36,72,0.26,0.04,0,0.007,0,0.15,0,0,0,0,0,0.05,0.23,0.74,0.07,0.006,0.016,0.0108,0
10,65,500,179,345,35,72,0.26,0.04,0,0.007,0,0.15,0,0,0,0,0,0.05,0.23,0.74,0.07,0.006,0.016,0.0108,0
10,65,550,153,268,51,82,0.26,0.04,0,0.007,0,0.15,0,0,0,0,0,0.05,0.23,0.74,0.07,0.006,0.016,0.0108,0
11,66,20,265,450,35,70,0.11,0,0,0.005,0,0.51,0,0,0,0,0,0,0.3,0.48,0,0.01,0.012,0.0078,0
11,66,100,260,442,26,67,0.11,0,0,0.005,0,0.51,0,0,0,0,0,0,0.3,0.48,0,0.01,0.012,0.0078,0
11,66,200,247,566,20,55,0.11,0,0,0.005,0,0.51,0,0,0,0,0,0,0.3,0.48,0,0.01,0.012,0.0078,0
11,66,300,198,560,27,59,0.11,0,0,0.005,0,0.51,0,0,0,0,0,0,0.3,0.48,0,0.01,0.012,0.0078,0
11,66,400,195,493,30,74,0.11,0,0,0.005,0,0.51,0,0,0,0,0,0,0.3,0.48,0,0.01,0.012,0.0078,0
11,66,450,181,447,28,78,0.11,0,0,0.005,0,0.51,0,0,0,0,0,0,0.3,0.48,0,0.01,0.012,0.0078,0
11,66,500,186,406,27,82,0.11,0,0,0.005,0,0.51,0,0,0,0,0,0,0.3,0.48,0,0.01,0.012,0.0078,0
11,66,550,183,363,32,83,0.11,0,0,0.005,0,0.51,0,0,0,0,0,0,0.3,0.48,0,0.01,0.012,0.0078,0
11,66,600,174,281,46,87,0.11,0,0,0.005,0,0.51,0,0,0,0,0,0,0.3,0.48,0,0.01,0.012,0.0078,0
11,67,20,270,460,34,69,0.12,0,0,0.005,0,0.5,0,0,0,0,0,0,0.25,0.5,0,0.01,0.012,0.0068,0
11,67,100,260,450,25,65,0.12,0,0,0.005,0,0.5,0,0,0,0,0,0,0.25,0.5,0,0.01,0.012,0.0068,0
11,67,200,260,575,21,52,0.12,0,0,0.005,0,0.5,0,0,0,0,0,0,0.25,0.5,0,0.01,0.012,0.0068,0
11,67,300,185,574,29,35,0.12,0,0,0.005,0,0.5,0,0,0,0,0,0,0.25,0.5,0,0.01,0.012,0.0068,0
11,67,400,204,484,31,73,0.12,0,0,0.005,0,0.5,0,0,0,0,0,0,0.25,0.5,0,0.01,0.012,0.0068,0
11,67,450,222,438,28,78,0.12,0,0,0.005,0,0.5,0,0,0,0,0,0,0.25,0.5,0,0.01,0.012,0.0068,0
11,67,500,210,400,29,83,0.12,0,0,0.005,0,0.5,0,0,0,0,0,0,0.25,0.5,0,0.01,0.012,0.0068,0
11,67,550,185,349,30,85,0.12,0,0,0.005,0,0.5,0,0,0,0,0,0,0.25,0.5,0,0.01,0.012,0.0068,0
11,67,600,163,272,48,89,0.12,0,0,0.005,0,0.5,0,0,0,0,0,0,0.25,0.5,0,0.01,0.012,0.0068,0
11,68,20,260,450,35,72,0.13,0,0,0.005,0,0.49,0,0,0,0,0,0,0.31,0.48,0,0.007,0.006,0.006,0
11,68,100,248,439,24,66,0.13,0,0,0.005,0,0.49,0,0,0,0,0,0,0.31,0.48,0,0.007,0.006,0.006,0
11,68,200,254,559,21,55,0.13,0,0,0.005,0,0.49,0,0,0,0,0,0,0.31,0.48,0,0.007,0.006,0.006,0
11,68,300,177,571,28,58,0.13,0,0,0.005,0,0.49,0,0,0,0,0,0,0.31,0.48,0,0.007,0.006,0.006,0
11,68,400,173,488,30,73,0.13,0,0,0.005,0,0.49,0,0,0,0,0,0,0.31,0.48,0,0.007,0.006,0.006,0
11,68,450,189,451,28,78,0.13,0,0,0.005,0,0.49,0,0,0,0,0,0,0.31,0.48,0,0.007,0.006,0.006,0
11,68,500,194,420,28,82,0.13,0,0,0.005,0,0.49,0,0,0,0,0,0,0.31,0.48,0,0.007,0.006,0.006,0
11,68,550,193,353,32,84,0.13,0,0,0.005,0,0.49,0,0,0,0,0,0,0.31,0.48,0,0.007,0.006,0.006,0
11,68,600,174,291,36,86,0.13,0,0,0.005,0,0.49,0,0,0,0,0,0,0.31,0.48,0,0.007,0.006,0.006,0
11,69,20,280,430,36,71,0.15,0.02,0,0.004,0,0.5,0,0,0,0,0,0.01,0.22,0.43,0.03,0.022,0.011,0.004,0
