material_x,cast_code,temperature,PS_02,UTS,elongation,RofA,Comp_C,Comp_Cr,Comp_Co,Comp_Al,Comp_Ti,Comp_Mo,Comp_W,Comp_Nb,Comp_Fe,Comp_B,Comp_V,Comp_Ni,Comp_Si,Comp_Mn,Comp_Cu,Comp_S,Comp_P,Comp_N,Comp_NbTa
1,1,20,224,578,68,81,0.06,16.73,0,0.015,0.011,2.38,0,0,0,0.001,0,13.32,0.59,1.69,0.07,0.017,0.024,0.03,0.02
1,1,100,198,509,54,81,0.06,16.73,0,0.015,0.011,2.38,0,0,0,0.001,0,13.32,0.59,1.69,0.07,0.017,0.024,0.03,0.02
1,1,200,175,480,47,77,0.06,16.73,0,0.015,0.011,2.38,0,0,0,0.001,0,13.32,0.59,1.69,0.07,0.017,0.024,0.03,0.02
1,1,300,160,480,46,76,0.06,16.73,0,0.015,0.011,2.38,0,0,0,0.001,0,13.32,0.59,1.69,0.07,0.017,0.024,0.03,0.02
1,1,400,146,485,44,70,0.06,16.73,0,0.015,0.011,2.38,0,0,0,0.001,0,13.32,0.59,1.69,0.07,0.017,0.024,0.03,0.02
1,1,500,141,475,47,70,0.06,16.73,0,0.015,0.011,2.38,0,0,0,0.001,0,13.32,0.59,1.69,0.07,0.017,0.024,0.03,0.02
1,1,550,146,460,45,68,0.06,16.73,0,0.015,0.011,2.38,0,0,0,0.001,0,13.32,0.59,1.69,0.07,0.017,0.024,0.03,0.02
1,1,600,129,419,46,72,0.06,16.73,0,0.015,0.011,2.38,0,0,0,0.001,0,13.32,0.59,1.69,0.07,0.017,0.024,0.03,0.02
1,1,650,136,343,44,64,0.06,16.73,0,0.015,0.011,2.38,0,0,0,0.001,0,13.32,0.59,1.69,0.07,0.017,0.024,0.03,0.02
1,1,700,135,307,60,65,0.06,16.73,0,0.015,0.011,2.38,0,0,0,0.001,0,13.32,0.59,1.69,0.07,0.017,0.024,0.03,0.02
1,1,750,125,234,64,66,0.06,16.73,0,0.015,0.011,2.38,0,0,0,0.001,0,13.32,0.59,1.69,0.07,0.017,0.024,0.03,0.02
1,2,20,213,568,68,81,0.05,16.42,0,0.018,0.011,2.34,0,0,0,0.0005,0,13.21,0.52,1.51,0.14,0.01,0.021,0.034,0.01
1,2,100,202,498,55,78,0.05,16.42,0,0.018,0.011,2.34,0,0,0,0.0005,0,13.21,0.52,1.51,0.14,0.01,0.021,0.034,0.01
1,2,200,173,461,46,79,0.05,16.42,0,0.018,0.011,2.34,0,0,0,0.0005,0,13.21,0.52,1.51,0.14,0.01,0.021,0.034,0.01
1,2,300,151,461,43,73,0.05,16.42,0,0.018,0.011,2.34,0,0,0,0.0005,0,13.21,0.52,1.51,0.14,0.01,0.021,0.034,0.01
1,2,400,140,462,45,71,0.05,16.42,0,0.018,0.011,2.34,0,0,0,0.0005,0,13.21,0.52,1.51,0.14,0.01,0.021,0.034,0.01
1,2,500,135,450,44,72,0.05,16.42,0,0.018,0.011,2.34,0,0,0,0.0005,0,13.21,0.52,1.51,0.14,0.01,0.021,0.034,0.01
1,2,550,125,431,46,71,0.05,16.42,0,0.018,0.011,2.34,0,0,0,0.0005,0,13.21,0.52,1.51,0.14,0.01,0.021,0.034,0.01
1,2,600,134,405,46,72,0.05,16.42,0,0.018,0.011,2.34,0,0,0,0.0005,0,13.21,0.52,1.51,0.14,0.01,0.021,0.034,0.01
1,2,650,122,346,49,71,0.05,16.42,0,0.018,0.011,2.34,0,0,0,0.0005,0,13.21,0.52,1.51,0.14,0.01,0.021,0.034,0.01
1,2,700,114,286,59,60,0.05,16.42,0,0.018,0.011,2.34,0,0,0,0.0005,0,13.21,0.52,1.51,0.14,0.01,0.021,0.034,0.01
1,2,750,120,242,69,66,0.05,16.42,0,0.018,0.011,2.34,0,0,0,0.0005,0,13.21,0.52,1.51,0.14,0.01,0.021,0.034,0.01
1,3,20,234,572,66,82,0.05,17.5,0,0.027,0.055,2.28,0,0,0,0.0013,0,13.5,0.71,0.152,0.17,0.013,0.022,0.035,0.02
1,3,100,203,507,54,82,0.05,17.5,0,0.027,0.055,2.28,0,0,0,0.0013,0,13.5,0.71,0.152,0.17,0.013,0.022,0.035,0.02
1,3,200,171,469,46,80,0.05,17.5,0,0.027,0.055,2.28,0,0,0,0.0013,0,13.5,0.71,0.152,0.17,0.013,0.022,0.035,0.02
1,3,300,156,472,44,75,0.05,17.5,0,0.027,0.055,2.28,0,0,0,0.0013,0,13.5,0.71,0.152,0.17,0.013,0.022,0.035,0.02
1,3,400,148,478,44,70,0.05,17.5,0,0.027,0.055,2.28,0,0,0,0.0013,0,13.5,0.71,0.152,0.17,0.013,0.022,0.035,0.02
1,3,500,146,466,46,71,0.05,17.5,0,0.027,0.055,2.28,0,0,0,0.0013,0,13.5,0.71,0.152,0.17,0.013,0.022,0.035,0.02
1,3,550,148,453,45,68,0.05,17.5,0,0.027,0.055,2.28,0,0,0,0.0013,0,13.5,0.71,0.152,0.17,0.013,0.022,0.035,0.02
1,3,600,130,419,44,71,0.05,17.5,0,0.027,0.055,2.28,0,0,0,0.0013,0,13.5,0.71,0.152,0.17,0.013,0.022,0.035,0.02
1,3,650,130,367,49,71,0.05,17.5,0,0.027,0.055,2.28,0,0,0,0.0013,0,13.5,0.71,0.152,0.17,0.013,0.022,0.035,0.02
1,3,700,122,300,55,62,0.05,17.5,0,0.027,0.055,2.28,0,0,0,0.0013,0,13.5,0.71,0.152,0.17,0.013,0.022,0.035,0.02
1,3,750,120,248,67,68,0.05,17.5,0,0.027,0.055,2.28,0,0,0,0.0013,0,13.5,0.71,0.152,0.17,0.013,0.022,0.035,0.02
1,4,20,267,572,66,82,0.058,16.86,0,0.041,0.028,2.14,0,0,0,0.0009,0,13.65,0.58,1.56,0.17,0.008,0.027,0.025,0.01
1,4,100,250,512,51,82,0.058,16.86,0,0.041,0.028,2.14,0,0,0,0.0009,0,13.65,0.58,1.56,0.17,0.008,0.027,0.025,0.01
1,4,200,207,480,45,79,0.058,16.86,0,0.041,0.028,2.14,0,0,0,0.0009,0,13.65,0.58,1.56,0.17,0.008,0.027,0.025,0.01
1,4,300,195,481,45,73,0.058,16.86,0,0.041,0.028,2.14,0,0,0,0.0009,0,13.65,0.58,1.56,0.17,0.008,0.027,0.025,0.01
1,4,400,190,484,43,72,0.058,16.86,0,0.041,0.028,2.14,0,0,0,0.0009,0,13.65,0.58,1.56,0.17,0.008,0.027,0.025,0.01
1,4,500,164,462,46,71,0.058,16.86,0,0.041,0.028,2.14,0,0,0,0.0009,0,13.65,0.58,1.56,0.17,0.008,0.027,0.025,0.01
1,4,550,174,456,46,74,0.058,16.86,0,0.041,0.028,2.14,0,0,0,0.0009,0,13.65,0.58,1.56,0.17,0.008,0.027,0.025,0.01
1,4,600,160,394,46,71,0.058,16.86,0,0.041,0.028,2.14,0,0,0,0.0009,0,13.65,0.58,1.56,0.17,0.008,0.027,0.025,0.01
1,4,650,147,371,51,71,0.058,16.86,0,0.041,0.028,2.14,0,0,0,0.0009,0,13.65,0.58,1.56,0.17,0.008,0.027,0.025,0.01
1,4,700,146,273,52,64,0.058,16.86,0,0.041,0.028,2.14,0,0,0,0.0009,0,13.65,0.58,1.56,0.17,0.008,0.027,0.025,0.01
1,4,750,138,245,62,63,0.058,16.86,0,0.041,0.028,2.14,0,0,0,0.0009,0,13.65,0.58,1.56,0.17,0.008,0.027,0.025,0.01
1,5,20,274,594,67,82,0.078,16.9,0,0.031,0.037,2.08,0,0,0,0.001,0,13.51,0.62,1.6,0.16,0.008,0.021,0.028,0.01
1,5,100,261,525,52,80,0.078,16.9,0,0.031,0.037,2.08,0,0,0,0.001,0,13.51,0.62,1.6,0.16,0.008,0.021,0.028,0.01
1,5,200,108,500,46,78,0.078,16.9,0,0.031,0.037,2.08,0,0,0,0.001,0,13.51,0.62,1.6,0.16,0.008,0.021,0.028,0.01
1,5,300,208,502,45,76,0.078,16.9,0,0.031,0.037,2.08,0,0,0,0.001,0,13.51,0.62,1.6,0.16,0.008,0.021,0.028,0.01
1,5,400,184,500,46,72,0.078,16.9,0,0.031,0.037,2.08,0,0,0,0.001,0,13.51,0.62,1.6,0.16,0.008,0.021,0.028,0.01
1,5,500,173,485,45,70,0.078,16.9,0,0.031,0.037,2.08,0,0,0,0.001,0,13.51,0.62,1.6,0.16,0.008,0.021,0.028,0.01
1,5,550,178,474,47,68,0.078,16.9,0,0.031,0.037,2.08,0,0,0,0.001,0,13.51,0.62,1.6,0.16,0.008,0.021,0.028,0.01
1,5,600,165,441,48,73,0.078,16.9,0,0.031,0.037,2.08,0,0,0,0.001,0,13.51,0.62,1.6,0.16,0.008,0.021,0.028,0.01
1,5,650,155,367,49,65,0.078,16.9,0,0.031,0.037,2.08,0,0,0,0.001,0,13.51,0.62,1.6,0.16,0.008,0.021,0.028,0.01
1,5,700,154,310,54,55,0.078,16.9,0,0.031,0.037,2.08,0,0,0,0.001,0,13.51,0.62,1.6,0.16,0.008,0.021,0.028,0.01
1,5,750,146,239,53,61,0.078,16.9,0,0.031,0.037,2.08,0,0,0,0.001,0,13.51,0.62,1.6,0.16,0.008,0.021,0.028,0.01
1,6,20,295,610,64,80,0.066,17.07,0,0.095,0.055,2.34,0,0,0,0.002,0,13.16,0.63,1.73,0.13,0.024,0.029,0.028,0.01
1,6,100,267,528,50,81,0.066,17.07,0,0.095,0.055,2.34,0,0,0,0.002,0,13.16,0.63,1.73,0.13,0.024,0.029,0.028,0.01
1,6,200,224,502,44,78,0.066,17.07,0,0.095,0.055,2.34,0,0,0,0.002,0,13.16,0.63,1.73,0.13,0.024,0.029,0.028,0.01
1,6,300,208,513,44,75,0.066,17.07,0,0.095,0.055,2.34,0,0,0,0.002,0,13.16,0.63,1.73,0.13,0.024,0.029,0.028,0.01
1,6,400,194,511,45,74,0.066,17.07,0,0.095,0.055,2.34,0,0,0,0.002,0,13.16,0.63,1.73,0.13,0.024,0.029,0.028,0.01
1,6,500,184,494,44,71,0.066,17.07,0,0.095,0.055,2.34,0,0,0,0.002,0,13.16,0.63,1.73,0.13,0.024,0.029,0.028,0.01
1,6,550,182,480,45,70,0.066,17.07,0,0.095,0.055,2.34,0,0,0,0.002,0,13.16,0.63,1.73,0.13,0.024,0.029,0.028,0.01
1,6,600,175,449,45,71,0.066,17.07,0,0.095,0.055,2.34,0,0,0,0.002,0,13.16,0.63,1.73,0.13,0.024,0.029,0.028,0.01
1,6,650,166,390,51,75,0.066,17.07,0,0.095,0.055,2.34,0,0,0,0.002,0,13.16,0.63,1.73,0.13,0.024,0.029,0.028,0.01
1,6,700,161,312,61,68,0.066,17.07,0,0.095,0.055,2.34,0,0,0,0.002,0,13.16,0.63,1.73,0.13,0.024,0.029,0.028,0.01
1,6,750,150,257,74,77,0.066,17.07,0,0.095,0.055,2.34,0,0,0,0.002,0,13.16,0.63,1.73,0.13,0.024,0.029,0.028,0.01
1,7,20,275,589,64,81,0.07,16.6,0,0.017,0.043,2.33,0,0,0,0.0011,0,13.6,0.61,1.65,0.26,0.007,0.025,0.025,0.01
1,7,100,218,522,51,80,0.07,16.6,0,0.017,0.043,2.33,0,0,0,0.0011,0,13.6,0.61,1.65,0.26,0.007,0.025,0.025,0.01
1,7,200,204,492,45,80,0.07,16.6,0,0.017,0.043,2.33,0,0,0,0.0011,0,13.6,0.61,1.65,0.26,0.007,0.025,0.025,0.01
1,7,300,176,498,45,75,0.07,16.6,0,0.017,0.043,2.33,0,0,0,0.0011,0,13.6,0.61,1.65,0.26,0.007,0.025,0.025,0.01
1,7,400,175,496,45,73,0.07,16.6,0,0.017,0.043,2.33,0,0,0,0.0011,0,13.6,0.61,1.65,0.26,0.007,0.025,0.025,0.01
1,7,500,146,478,45,70,0.07,16.6,0,0.017,0.043,2.33,0,0,0,0.0011,0,13.6,0.61,1.65,0.26,0.007,0.025,0.025,0.01
1,7,550,156,472,47,70,0.07,16.6,0,0.017,0.043,2.33,0,0,0,0.0011,0,13.6,0.61,1.65,0.26,0.007,0.025,0.025,0.01
1,7,600,162,437,48,70,0.07,16.6,0,0.017,0.043,2.33,0,0,0,0.0011,0,13.6,0.61,1.65,0.26,0.007,0.025,0.025,0.01
1,7,650,136,377,53,67,0.07,16.6,0,0.017,0.043,2.33,0,0,0,0.0011,0,13.6,0.61,1.65,0.26,0.007,0.025,0.025,0.01
1,7,700,156,3055,59,75,0.07,16.6,0,0.017,0.043,2.33,0,0,0,0.0011,0,13.6,0.61,1.65,0.26,0.007,0.025,0.025,0.01
1,7,750,135,252,78,80,0.07,16.6,0,0.017,0.043,2.33,0,0,0,0.0011,0,13.6,0.61,1.65,0.26,0.007,0.025,0.025,0.01
1,8,20,264,585,62,81,0.06,16.7,0,0.02,0.06,2.25,0,0,0,0.0008,0,13.3,0.52,1.6,0.24,0.007,0.025,0.0318,0.01
1,8,100,234,525,48,81,0.06,16.7,0,0.02,0.06,2.25,0,0,0,0.0008,0,13.3,0.52,1.6,0.24,0.007,0.025,0.0318,0.01
1,8,200,224,500,44,78,0.06,16.7,0,0.02,0.06,2.25,0,0,0,0.0008,0,13.3,0.52,1.6,0.24,0.007,0.025,0.0318,0.01
1,8,300,177,501,43,75,0.06,16.7,0,0.02,0.06,2.25,0,0,0,0.0008,0,13.3,0.52,1.6,0.24,0.007,0.025,0.0318,0.01
1,8,400,170,498,44,73,0.06,16.7,0,0.02,0.06,2.25,0,0,0,0.0008,0,13.3,0.52,1.6,0.24,0.007,0.025,0.0318,0.01
1,8,500,157,496,45,70,0.06,16.7,0,0.02,0.06,2.25,0,0,0,0.0008,0,13.3,0.52,1.6,0.24,0.007,0.025,0.0318,0.01
1,8,550,160,476,44,72,0.06,16.7,0,0.02,0.06,2.25,0,0,0,0.0008,0,13.3,0.52,1.6,0.24,0.007,0.025,0.0318,0.01
1,8,600,148,439,44,72,0.06,16.7,0,0.02,0.06,2.25,0,0,0,0.0008,0,13.3,0.52,1.6,0.24,0.007,0.025,0.0318,0.01
1,8,650,126,368,48,68,0.06,16.7,0,0.02,0.06,2.25,0,0,0,0.0008,0,13.3,0.52,1.6,0.24,0.007,0.025,0.0318,0.01
1,8,700,140,316,68,80,0.06,16.7,0,0.02,0.06,2.25,0,0,0,0.0008,0,13.3,0.52,1.6,0.24,0.007,0.025,0.0318,0.01
1,8,750,138,251,85,86,0.06,16.7,0,0.02,0.06,2.25,0,0,0,0.0008,0,13.3,0.52,1.6,0.24,0.007,0.025,0.0318,0.01
1,9,20,260,575,62,80,0.06,16.6,0,0.021,0.029,2.31,0,0,0,0.0007,0,13.6,0.52,1.58,0.26,0.007,0.025,0.0224,0.01
1,9,100,243,518,48,80,0.06,16.6,0,0.021,0.029,2.31,0,0,0,0.0007,0,13.6,0.52,1.58,0.26,0.007,0.025,0.0224,0.01
1,9,200,192,483,44,78,0.06,16.6,0,0.021,0.029,2.31,0,0,0,0.0007,0,13.6,0.52,1.58,0.26,0.007,0.025,0.0224,0.01
1,9,300,172,488,46,72,0.06,16.6,0,0.021,0.029,2.31,0,0,0,0.0007,0,13.6,0.52,1.58,0.26,0.007,0.025,0.0224,0.01
1,9,400,157,488,44,72,0.06,16.6,0,0.021,0.029,2.31,0,0,0,0.0007,0,13.6,0.52,1.58,0.26,0.007,0.025,0.0224,0.01
1,9,500,180,474,42,66,0.06,16.6,0,0.021,0.029,2.31,0,0,0,0.0007,0,13.6,0.52,1.58,0.26,0.007,0.025,0.0224,0.01
1,9,550,157,453,45,70,0.06,16.6,0,0.021,0.029,2.31,0,0,0,0.0007,0,13.6,0.52,1.58,0.26,0.007,0.025,0.0224,0.01
1,9,600,150,406,45,73,0.06,16.6,0,0.021,0.029,2.31,0,0,0,0.0007,0,13.6,0.52,1.58,0.26,0.007,0.025,0.0224,0.01
1,9,650,138,371,53,71,0.06,16.6,0,0.021,0.029,2.31,0,0,0,0.0007,0,13.6,0.52,1.58,0.26,0.007,0.025,0.0224,0.01
1,9,700,143,305,59,70,0.06,16.6,0,0.021,0.029,2.31,0,0,0,0.0007,0,13.6,0.52,1.58,0.26,0.007,0.025,0.0224,0.01
1,9,750,121,226,76,80,0.06,16.6,0,0.021,0.029,2.31,0,0,0,0.0007,0,13.6,0.52,1.58,0.26,0.007,0.025,0.0224,0.01
2,10,20,280,610,67,83,0.062,18.7,0,0.047,0.04,0.47,0,0,0,0.0007,0,10.69,0.62,1.56,0.17,0.013,0.025,0.031,0.01
2,10,100,243,508,54,83,0.062,18.7,0,0.047,0.04,0.47,0,0,0,0.0007,0,10.69,0.62,1.56,0.17,0.013,0.025,0.031,0.01
2,10,200,220,472,44,81,0.062,18.7,0,0.047,0.04,0.47,0,0,0,0.0007,0,10.69,0.62,1.56,0.17,0.013,0.025,0.031,0.01
2,10,300,204,470,43,76,0.062,18.7,0,0.047,0.04,0.47,0,0,0,0.0007,0,10.69,0.62,1.56,0.17,0.013,0.025,0.031,0.01
2,10,400,197,470,45,76,0.062,18.7,0,0.047,0.04,0.47,0,0,0,0.0007,0,10.69,0.62,1.56,0.17,0.013,0.025,0.031,0.01
2,10,500,197,443,40,73,0.062,18.7,0,0.047,0.04,0.47,0,0,0,0.0007,0,10.69,0.62,1.56,0.17,0.013,0.025,0.031,0.01
2,10,550,172,425,44,75,0.062,18.7,0,0.047,0.04,0.47,0,0,0,0.0007,0,10.69,0.62,1.56,0.17,0.013,0.025,0.031,0.01
2,10,600,162,391,43,73,0.062,18.7,0,0.047,0.04,0.47,0,0,0,0.0007,0,10.69,0.62,1.56,0.17,0.013,0.025,0.031,0.01
2,10,650,167,314,47,63,0.062,18.7,0,0.047,0.04,0.47,0,0,0,0.0007,0,10.69,0.62,1.56,0.17,0.013,0.025,0.031,0.01
2,10,700,150,256,52,65,0.062,18.7,0,0.047,0.04,0.47,0,0,0,0.0007,0,10.69,0.62,1.56,0.17,0.013,0.025,0.031,0.01
2,10,750,148,223,60,67,0.062,18.7,0,0.047,0.04,0.47,0,0,0,0.0007,0,10.69,0.62,1.56,0.17,0.013,0.025,0.031,0.01
2,11,20,265,610,69,82,0.054,18.34,0,0.01,0.064,0.36,0,0,0,0.001,0,10.15,0.41,1.52,0.19,0.02,0.031,0.029,0.01
2,11,100,235,496,57,82,0.054,18.34,0,0.01,0.064,0.36,0,0,0,0.001,0,10.15,0.41,1.52,0.19,0.02,0.031,0.029,0.01
2,11,200,208,453,43,78,0.054,18.34,0,0.01,0.064,0.36,0,0,0,0.001,0,10.15,0.41,1.52,0.19,0.02,0.031,0.029,0.01
2,11,300,183,453,44,72,0.054,18.34,0,0.01,0.064,0.36,0,0,0,0.001,0,10.15,0.41,1.52,0.19,0.02,0.031,0.029,0.01
2,11,400,193,454,45,73,0.054,18.34,0,0.01,0.064,0.36,0,0,0,0.001,0,10.15,0.41,1.52,0.19,0.02,0.031,0.029,0.01
2,11,500,169,426,42,72,0.054,18.34,0,0.01,0.064,0.36,0,0,0,0.001,0,10.15,0.41,1.52,0.19,0.02,0.031,0.029,0.01
2,11,550,172,408,39,70,0.054,18.34,0,0.01,0.064,0.36,0,0,0,0.001,0,10.15,0.41,1.52,0.19,0.02,0.031,0.029,0.01
2,11,600,148,374,43,73,0.054,18.34,0,0.01,0.064,0.36,0,0,0,0.001,0,10.15,0.41,1.52,0.19,0.02,0.031,0.029,0.01
2,11,650,155,322,47,63,0.054,18.34,0,0.01,0.064,0.36,0,0,0,0.001,0,10.15,0.41,1.52,0.19,0.02,0.031,0.029,0.01
2,11,700,138,259,61,60,0.054,18.34,0,0.01,0.064,0.36,0,0,0,0.001,0,10.15,0.41,1.52,0.19,0.02,0.031,0.029,0.01
2,11,750,125,212,77,68,0.054,18.34,0,0.01,0.064,0.36,0,0,0,0.001,0,10.15,0.41,1.52,0.19,0.02,0.031,0.029,0.01
2,12,20,245,590,69,82,0.056,18.5,0,0.012,0.054,0.36,0,0,0,0.0011,0,10.1,0.4,1.52,0.16,0.016,0.03,0.03,0.01
2,12,100,228,493,58,80,0.056,18.5,0,0.012,0.054,0.36,0,0,0,0.0011,0,10.1,0.4,1.52,0.16,0.016,0.03,0.03,0.01
2,12,200,202,452,45,76,0.056,18.5,0,0.012,0.054,0.36,0,0,0,0.0011,0,10.1,0.4,1.52,0.16,0.016,0.03,0.03,0.01
2,12,300,198,462,44,75,0.056,18.5,0,0.012,0.054,0.36,0,0,0,0.0011,0,10.1,0.4,1.52,0.16,0.016,0.03,0.03,0.01
2,12,400,187,455,44,71,0.056,18.5,0,0.012,0.054,0.36,0,0,0,0.0011,0,10.1,0.4,1.52,0.16,0.016,0.03,0.03,0.01
2,12,500,160,425,41,71,0.056,18.5,0,0.012,0.054,0.36,0,0,0,0.0011,0,10.1,0.4,1.52,0.16,0.016,0.03,0.03,0.01
2,12,550,166,409,40,73,0.056,18.5,0,0.012,0.054,0.36,0,0,0,0.0011,0,10.1,0.4,1.52,0.16,0.016,0.03,0.03,0.01
2,12,600,159,375,43,70,0.056,18.5,0,0.012,0.054,0.36,0,0,0,0.0011,0,10.1,0.4,1.52,0.16,0.016,0.03,0.03,0.01
2,12,650,152,324,47,64,0.056,18.5,0,0.012,0.054,0.36,0,0,0,0.0011,0,10.1,0.4,1.52,0.16,0.016,0.03,0.03,0.01
2,12,700,137,266,53,66,0.056,18.5,0,0.012,0.054,0.36,0,0,0,0.0011,0,10.1,0.4,1.52,0.16,0.016,0.03,0.03,0.01
2,12,750,111,201,61,64,0.056,18.5,0,0.012,0.054,0.36,0,0,0,0.0011,0,10.1,0.4,1.52,0.16,0.016,0.03,0.03,0.01
2,13,20,265,610,73,82,0.07,18.7,0,0.01,0.006,0.06,0,0,0,0.0013,0,9.68,0.52,1.49,0.06,0.006,0.023,0.027,0.01
2,13,100,208,484,62,82,0.07,18.7,0,0.01,0.006,0.06,0,0,0,0.0013,0,9.68,0.52,1.49,0.06,0.006,0.023,0.027,0.01
2,13,200,196,452,47,80,0.07,18.7,0,0.01,0.006,0.06,0,0,0,0.0013,0,9.68,0.52,1.49,0.06,0.006,0.023,0.027,0.01
2,13,300,176,453,46,74,0.07,18.7,0,0.01,0.006,0.06,0,0,0,0.0013,0,9.68,0.52,1.49,0.06,0.006,0.023,0.027,0.01
2,13,400,166,448,47,73,0.07,18.7,0,0.01,0.006,0.06,0,0,0,0.0013,0,9.68,0.52,1.49,0.06,0.006,0.023,0.027,0.01
2,13,500,151,421,43,71,0.07,18.7,0,0.01,0.006,0.06,0,0,0,0.0013,0,9.68,0.52,1.49,0.06,0.006,0.023,0.027,0.01
2,13,550,158,401,43,74,0.07,18.7,0,0.01,0.006,0.06,0,0,0,0.0013,0,9.68,0.52,1.49,0.06,0.006,0.023,0.027,0.01
2,13,600,145,372,43,75,0.07,18.7,0,0.01,0.006,0.06,0,0,0,0.0013,0,9.68,0.52,1.49,0.06,0.006,0.023,0.027,0.01
2,13,650,135,317,47,75,0.07,18.7,0,0.01,0.006,0.06,0,0,0,0.0013,0,9.68,0.52,1.49,0.06,0.006,0.023,0.027,0.01
2,13,700,129,256,67,75,0.07,18.7,0,0.01,0.006,0.06,0,0,0,0.0013,0,9.68,0.52,1.49,0.06,0.006,0.023,0.027,0.01
2,13,750,120,204,82,76,0.07,18.7,0,0.01,0.006,0.06,0,0,0,0.0013,0,9.68,0.52,1.49,0.06,0.006,0.023,0.027,0.01
2,14,20,260,620,71,84,0.07,18.95,0,0.014,0.062,0.04,0,0,0,0.0018,0,9.57,0.55,1.46,0.07,0.006,0.023,0.0278,0.01
2,14,100,236,500,61,82,0.07,18.95,0,0.014,0.062,0.04,0,0,0,0.0018,0,9.57,0.55,1.46,0.07,0.006,0.023,0.0278,0.01
2,14,200,201,462,47,80,0.07,18.95,0,0.014,0.062,0.04,0,0,0,0.0018,0,9.57,0.55,1.46,0.07,0.006,0.023,0.0278,0.01
2,14,300,181,459,46,76,0.07,18.95,0,0.014,0.062,0.04,0,0,0,0.0018,0,9.57,0.55,1.46,0.07,0.006,0.023,0.0278,0.01
2,14,400,167,455,45,75,0.07,18.95,0,0.014,0.062,0.04,0,0,0,0.0018,0,9.57,0.55,1.46,0.07,0.006,0.023,0.0278,0.01
2,14,500,165,430,44,73,0.07,18.95,0,0.014,0.062,0.04,0,0,0,0.0018,0,9.57,0.55,1.46,0.07,0.006,0.023,0.0278,0.01
2,14,550,160,405,42,74,0.07,18.95,0,0.014,0.062,0.04,0,0,0,0.0018,0,9.57,0.55,1.46,0.07,0.006,0.023,0.0278,0.01
2,14,600,151,377,43,75,0.07,18.95,0,0.014,0.062,0.04,0,0,0,0.0018,0,9.57,0.55,1.46,0.07,0.006,0.023,0.0278,0.01
2,14,650,137,295,59,77,0.07,18.95,0,0.014,0.062,0.04,0,0,0,0.0018,0,9.57,0.55,1.46,0.07,0.006,0.023,0.0278,0.01
2,14,700,131,267,61,81,0.07,18.95,0,0.014,0.062,0.04,0,0,0,0.0018,0,9.57,0.55,1.46,0.07,0.006,0.023,0.0278,0.01
2,14,750,119,185,74,83,0.07,18.95,0,0.014,0.062,0.04,0,0,0,0.0018,0,9.57,0.55,1.46,0.07,0.006,0.023,0.0278,0.01
2,15,20,280,650,71,83,0.08,18.25,0,0.013,0.02,0.06,0,0,0,0.0017,0,9.8,0.62,1.34,0.05,0.006,0.021,0.0348,0.01
2,15,100,244,523,60,80,0.08,18.25,0,0.013,0.02,0.06,0,0,0,0.0017,0,9.8,0.62,1.34,0.05,0.006,0.021,0.0348,0.01
2,15,200,213,492,45,79,0.08,18.25,0,0.013,0.02,0.06,0,0,0,0.0017,0,9.8,0.62,1.34,0.05,0.006,0.021,0.0348,0.01
2,15,300,192,491,46,76,0.08,18.25,0,0.013,0.02,0.06,0,0,0,0.0017,0,9.8,0.62,1.34,0.05,0.006,0.021,0.0348,0.01
2,15,400,187,489,50,73,0.08,18.25,0,0.013,0.02,0.06,0,0,0,0.0017,0,9.8,0.62,1.34,0.05,0.006,0.021,0.0348,0.01
2,15,500,182,459,42,73,0.08,18.25,0,0.013,0.02,0.06,0,0,0,0.0017,0,9.8,0.62,1.34,0.05,0.006,0.021,0.0348,0.01
2,15,550,169,437,45,73,0.08,18.25,0,0.013,0.02,0.06,0,0,0,0.0017,0,9.8,0.62,1.34,0.05,0.006,0.021,0.0348,0.01
2,15,600,161,408,43,76,0.08,18.25,0,0.013,0.02,0.06,0,0,0,0.0017,0,9.8,0.62,1.34,0.05,0.006,0.021,0.0348,0.01
2,15,650,150,337,49,76,0.08,18.25,0,0.013,0.02,0.06,0,0,0,0.0017,0,9.8,0.62,1.34,0.05,0.006,0.021,0.0348,0.01
2,15,700,141,280,57,78,0.08,18.25,0,0.013,0.02,0.06,0,0,0,0.0017,0,9.8,0.62,1.34,0.05,0.006,0.021,0.0348,0.01
2,15,750,130,222,77,80,0.08,18.25,0,0.013,0.02,0.06,0,0,0,0.0017,0,9.8,0.62,1.34,0.05,0.006,0.021,0.0348,0.01
2,16,20,210,620,71,81,0.07,18.16,0,0.015,0.031,0.05,0,0,0,0.0003,0,9.8,0.58,1.47,0.14,0.013,0.022,0.031,0.04
2,16,100,207,503,62,82,0.07,18.16,0,0.015,0.031,0.05,0,0,0,0.0003,0,9.8,0.58,1.47,0.14,0.013,0.022,0.031,0.04
2,16,200,177,465,46,77,0.07,18.16,0,0.015,0.031,0.05,0,0,0,0.0003,0,9.8,0.58,1.47,0.14,0.013,0.022,0.031,0.04
2,16,300,162,468,45,71,0.07,18.16,0,0.015,0.031,0.05,0,0,0,0.0003,0,9.8,0.58,1.47,0.14,0.013,0.022,0.031,0.04
2,16,400,154,463,47,73,0.07,18.16,0,0.015,0.031,0.05,0,0,0,0.0003,0,9.8,0.58,1.47,0.14,0.013,0.022,0.031,0.04
