material_x,cast_code,stress,temperature,fracture,elongation,RA,Comp_C,Comp_Cr,Comp_Co,Comp_Al,Comp_Ti,Comp_Mo,Comp_W,Comp_Nb,Comp_Fe,Comp_B,Comp_V,Comp_Ni,Comp_Si,Comp_Mn,Comp_Cu,Comp_S,Comp_P,Comp_N,Comp_NbTa
3,26,177,625,1548.2,17,24,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,15,625,3460.2,15,22,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,157,625,3460.9,15,21,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,118,625,15557.4,11,17,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,216,650,127.4,15,22,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,216,650,129.9,12,16,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,177,650,388.1,20,28,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,177,650,364.1,6,4,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,157,650,847.8,20,30,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,157,650,1026.6,18,25,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,157,650,1050.3,16,30,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,137,650,2732.6,24,25,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,108,650,9607.2,9,13,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,108,650,9658.6,10,21,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,88,650,22169,9,13,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,88,650,31197.5,7,14,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,69,650,65232,4,5,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,69,650,70386.8,6,8,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,69,650,75353,6,9,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,61,650,89474.3,4,5,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,61,650,128354.6,7,6,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,157,675,297,25,25,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,137,675,508.4,24,26,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,108,675,2674.6,19,22,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,157,700,91.4,18,24,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,157,700,91.6,23,29,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,157,700,83.9,16,28,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,137,700,200.2,25,30,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,137,700,263.2,16,29,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,98,700,1222,12,13,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,98,700,1677.8,16,25,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,98,700,1391.6,21,23,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,78,700,3604.4,10,11,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,78,700,5672.7,12,15,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,61,700,21449.4,7,7,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,61,700,25317.3,5,5,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,61,700,19458.1,9,11,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,47,700,51079.9,8,5,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,47,700,79089.3,8,8,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,41,700,95542.3,11,7,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,37,700,145970.3,12,5,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,98,725,553.1,22,22,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,78,725,1864.5,13,18,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,61,775,1146,38,15,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,41,775,3589.7,8,7,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,98,750,171.9,21,28,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,98,750,174.2,19,27,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,78,750,585.6,17,18,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,78,750,679.1,9,20,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,53,750,3887.2,6,5,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,47,750,5664.9,6,7,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,47,750,7408.1,6,10,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,37,750,12675.6,10,6,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,37,750,11218.4,6,5,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,314,550,668.8,14,26,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,284,550,2861.5,12,23,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,265,550,7550.7,10,24,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,235,550,19029.8,12,16,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,216,575,6053.8,17,21,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,265,600,347.7,9,16,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,216,600,1530,16,19,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,216,600,1420.7,17,17,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,157,600,9643.2,14,22,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,137,600,19574.4,10,16,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,118,600,37687.5,12,14,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,108,600,54358.9,7,9,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,98,600,88531,6,6,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,88,600,117957.7,6,8,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,157,625,3460.9,15,21,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,118,625,15557.4,11,17,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,216,650,127.4,15,22,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,216,650,129.9,12,16,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,177,650,364.1,6,4,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,157,650,1026.6,18,25,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,157,650,1050.3,16,30,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,108,650,9658.6,10,21,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,88,650,31197.5,7,14,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,69,650,65232,4,5,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,61,650,128354.6,7,6,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,157,700,91.6,23,29,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,157,700,83.9,16,28,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,137,700,263.2,16,29,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,98,700,1677.8,16,25,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,98,700,1391.6,21,23,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,78,700,5672.7,12,15,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,61,700,21449.4,7,7,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,47,700,79089.3,8,8,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,41,700,95542.3,11,7,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,98,750,171.9,21,28,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,98,750,174.2,19,27,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,78,750,679.1,9,20,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,47,750,7408.1,6,10,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,37,750,11218.4,6,5,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,26,41,775,3589.7,8,7,0.06,17.71,0,0.161,0.53,0.02,0,0,0,0.0002,0,12.62,0.54,1.67,0.05,0.016,0.028,0.013,0.01
3,27,333,600,26.2,20,21,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
3,27,265,600,973.5,24,42,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
3,27,235,600,2145.9,28,29,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
3,27,216,600,3272.4,20,28,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
3,27,196,600,4522.5,23,24,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
3,27,157,600,25835.4,22,23,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
3,27,137,600,52044.6,21,26,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
3,27,118,600,94998.7,15,21,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
3,27,265,650,46.8,29,48,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
3,27,216,650,227,25,30,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
3,27,177,650,839.8,21,24,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
3,27,157,650,1966.7,18,30,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
3,27,137,650,4547.3,17,27,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
3,27,108,650,14416.3,29,33,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
3,27,88,650,36422.7,29,25,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
3,27,196,700,52.4,24,33,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
3,27,157,700,192.6,24,40,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
3,27,137,700,439.6,27,33,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
3,27,98,700,1814.4,36,42,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
3,27,78,700,5188,23,28,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
3,27,69,700,16822.2,11,17,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
3,27,61,700,25354.6,12,15,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
3,27,47,700,90575.6,8,12,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
3,27,137,750,22.1,37,52,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
3,27,98,750,159.8,47,43,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
3,27,78,750,710.3,33,37,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
3,27,69,750,1921.8,18,23,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
3,27,53,750,8165.3,13,16,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
3,27,47,750,12135,10,22,0.06,17.86,0,0.04,0.39,0.25,0,0,0,0.001,0,12.59,0.61,1.74,0.06,0.006,0.02,0.019,0.01
4,28,265,600,400.2,49,56,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,235,600,1930.4,38,44,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,196,600,7593,31,52,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,196,650,218.1,54,75,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,137,650,2661.5,55,69,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,108,650,8725.6,81,65,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,137,700,129.1,93,81,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,108,700,535.6,112,81,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,88,700,1684.6,68,68,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,78,700,3461,86,69,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,69,700,7180.1,63,52,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,61,700,14490.8,52,47,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,53,700,31653.1,35,26,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,88,750,194.3,112,86,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,69,750,802.2,80,79,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,53,750,2979.4,85,59,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,41,750,8872.8,49,40,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,33,750,18143.3,43,31,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,26,750,44459.3,38,18,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,53,800,457.7,123,73,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,41,800,1440,67,57,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,33,800,4220,51,35,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,26,800,8051.1,49,33,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,20,800,25804,29,19,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,33,850,661.6,59,48,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,26,850,1936.8,55,34,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,20,850,4873.7,38,28,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,196,600,7593,31,52,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,88,700,1684.6,68,68,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,69,750,802.2,80,79,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,53,750,2979.4,85,59,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,41,750,8872.8,49,40,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,33,750,18143.3,43,31,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,26,750,44459.3,38,18,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,33,800,4220,51,35,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,26,800,8051.1,49,33,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,20,800,25804,29,19,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,28,20,850,4873.7,38,28,0.06,17.43,0,0.025,0.009,2.49,0,0,0,0.0008,0,12.48,0.46,1.49,0.15,0.026,0.032,0.0189,0.04
4,29,265,600,366.1,42,54,0.07,16.97,0,0.022,0.009,2.45,0,0,0,0.0013,0,11.92,0.73,1.62,0.14,0.019,0.029,0.0159,0.04
4,29,235,600,870.9,26,28,0.07,16.97,0,0.022,0.009,2.45,0,0,0,0.0013,0,11.92,0.73,1.62,0.14,0.019,0.029,0.0159,0.04
4,29,196,600,5759,41,53,0.07,16.97,0,0.022,0.009,2.45,0,0,0,0.0013,0,11.92,0.73,1.62,0.14,0.019,0.029,0.0159,0.04
4,29,196,650,139.8,59,76,0.07,16.97,0,0.022,0.009,2.45,0,0,0,0.0013,0,11.92,0.73,1.62,0.14,0.019,0.029,0.0159,0.04
